Account_ID,Customer_ID,Account_Type,Average_Balance,Monthly_Expenses,Monthly_Savings,EMI,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Number_of_Accounts,Digital_Banking_Usage,Mobile_App_Usage,ATM_Transactions,Online_Transactions
ACC203067,CUST104050,Savings,59804.97,17231.79,10110.6,0,0,624,0.05,4,31,25,17,15
ACC203795,CUST101785,Savings,38324.54,104215.72,-233338.51,269682.32,5830856,524,1.5,2,81,88,8,39
ACC201398,CUST101514,Current,1327265.26,869989.9,-5005894.48,5354380.12,59771598.51,455,1.5,2,78,,8,21
ACC200054,CUST101144,Current,568701.43,424786.62,-1147562.35,1413634.93,31055448.06,,1.5,1,40,38,18,18
ACC203303,CUST102548,Savings,847567.8,210053.6,279243.95,0,0,707,0.01,4,,49,16,30
ACC201584,CUST103366,Salary,122387.06,27796.8,26273.01,0,0,722,0,3,79,88,14,30
ACC204778,CUST102255,Savings,278382.43,66270.09,61500.05,27139.35,1479058.59,655,0.19,5,73,56,11,18
ACC201058,CUST101566,Salary,374885.11,92170.94,,0,,692,0.02,4,,61,13,30
ACC204913,CUST102695,Savings,4719.38,3449.58,1174.32,0,0,552,0,2,100,90,11,42
ACC201845,CUST102379,,138211.45,48116.69,22636.3,0,0,639,0,3,59,63,8,26
ACC203961,CUST103680,Salary,14470.73,5400.7,3307.35,0,0,568,0.07,2,100,100,11,34
ACC203445,CUST100359,Savings,1599517.55,397011.31,266662.76,0,,601,0,3,82,65,9,17
ACC203324,CUST104732,Current,1948740.98,193511.55,124752.3,0,0,635,0.01,1,39,75,7,20
ACC200788,CUST103259,Savings,16252.05,81146.45,-32541.47,70447.31,3231566.42,549,0.61,3,89,89,7,35
ACC204400,CUST102756,Salary,162537.61,71061.25,44638.55,0,0,658,0,1,72,92,5,40
ACC201965,CUST104669,Current,66996.74,75164.98,-59954.9,107703.09,1227945.52,557,0.95,1,84,88,11,29
ACC204119,CUST103531,Current,4960245.19,251596.88,454657.12,0,0,703,0,2,72,95,11,34
ACC200210,CUST103145,Savings,21001.76,65506.72,-124302.86,158176.07,3454076.44,481,1.5,4,63,60,13,32
ACC201598,CUST102282,Current,42040.68,3089.83,2894.81,0,0,675,0.01,2,57,,12,17
ACC200588,CUST100807,Savings,201952.55,43131.6,38187.63,8671.83,857032.61,636,0.06,3,58,58,15,28
ACC202167,CUST104241,Savings,157684.84,98335.65,22885.6,32009.74,3218604.48,609,,4,75,43,,18
ACC201137,CUST102395,Salary,30867.24,45021.97,-111061.61,132506.11,2826153.49,513,1.5,1,79,83,12,33
ACC202242,CUST100572,Savings,2328.04,1500,549.25,0,0,546,0,1,68,55,10,24
ACC203037,CUST101239,Savings,9193.12,2772.93,1809.59,0,0,641,0.01,2,100,97,11,28
ACC202117,CUST104240,Savings,31029.17,39029.28,-1090.53,37568.07,3088185.1,590,0.49,3,84,95,3,35
ACC203944,CUST102516,Savings,202379,30612.81,40729.87,0,0,669,0.02,3,92,62,8,27
ACC201807,CUST102361,Salary,105754.71,45822.41,20541.32,11570.23,946235.69,578,0.19,4,68,55,12,27
ACC202534,CUST100435,Savings,50487.14,86152.33,-54886.89,87796.6,1861236.9,553,0.78,2,67,77,8,28
ACC201521,CUST102318,Current,489629.44,183462.32,-247013.81,404058.89,12326007.13,536,1.17,1,56,43,9,15
ACC204980,CUST100474,,70295.41,,11045.1,5459.5,381450.18,663,0.2,3,43,41,13,18
ACC202425,CUST101506,Savings,85131.25,29286.01,14635.97,12184.79,1001840.35,677,0.25,3,73,,10,35
ACC200960,CUST101569,Savings,179616.3,37149.56,41931.11,0,0,588,0.04,3,39,45,12,19
ACC201114,CUST103381,Fixed Deposit Linked,845047.36,324499.22,131807.75,0,0,694,0,4,76,79,13,29
ACC204510,CUST100953,Savings,37046.81,119478.34,-60702.55,126582.66,5526166.41,566,0.69,2,66,65,21,36
ACC203702,CUST104860,Savings,481982.43,140314.07,,0,0,662,0.03,3,79,81,14,35
ACC202378,CUST101938,Salary,13586.11,3645.89,2275.12,0,0,621,0,3,99,100,9,39
ACC204537,CUST104558,Savings,14047.48,56887.42,-46897.36,67899.96,3070084.45,511,0.88,2,98,92,13,
ACC202631,CUST102148,Savings,18061.66,6164.14,3858.42,0,0,652,0,1,91,98,11,35
ACC204177,CUST103054,Savings,175821.55,24859.41,34399.91,0,0,687,0,3,55,74,11,27
ACC201104,CUST100270,Savings,174061.38,68503.64,27375.43,,1726033.32,641,0.1,3,56,61,11,23
ACC203897,CUST101387,Savings,76859.3,76177.49,7094.05,0,0,638,0.07,2,97,100,5,46
ACC204954,CUST102612,Savings,14133.9,27359.25,-16599.9,37744.41,812345.2,514,0.75,4,80,79,8,35
ACC204989,CUST100769,Savings,49191.05,64425.06,-16515.17,56542.64,1178955.78,647,0.51,4,61,53,14,21
ACC204527,CUST102782,Salary,42528.5,37685.78,8884.89,29139.38,886844.41,638,0.3,1,80,69,5,26
ACC204515,CUST102982,Savings,80355.3,12639.97,18394.65,0,0,618,0.07,3,39,16,25,11
ACC204715,CUST104276,Savings,30220.61,135385.99,1125.27,51425.66,4846368.87,555,0.2,1,91,86,6,41
ACC204318,CUST102878,Current,3207671.55,896181.83,435037.57,0,0,591,0,3,51,36,19,18
ACC204314,CUST101276,Current,,303910.7,-470114.94,1022117.06,32215875.4,531,1.21,2,93,90,8,30
ACC204410,CUST100223,Savings,196351.76,42312.03,46925.59,28771.42,2667656.79,,0.19,2,93,87,5,31
ACC203390,CUST104745,Savings,109877.03,169975.46,-352363.39,443966.49,13729454.81,493,1.5,1,62,74,16,28
ACC200187,CUST103661,Salary,111986.71,42575.12,26782.96,,0,645,0.06,2,90,100,7,46
ACC201090,CUST102316,Fixed Deposit Linked,301496.89,76037.78,32651.32,19039.78,1819001.3,661,0.17,3,87,77,5,26
ACC204299,CUST104345,Current,90261.28,70193.83,-201266.13,318263.54,3604407.93,548,1.5,4,100,74,4,24
ACC204091,CUST100201,Savings,,76031.83,85516.51,0,0,711,0,1,51,64,13,21
ACC203612,CUST103753,Salary,36302.72,67330.92,-3325.29,33105.81,1982375.7,638,0.38,1,92,74,8,38
ACC200305,CUST104504,Salary,69501.85,48775.18,9564.61,48401.67,2870896.22,606,,3,95,82,8,36
ACC200661,CUST100051,Current,254133.54,45948.49,30665.76,0,0,642,0.02,2,29,0,18,7
ACC202805,CUST101005,Fixed Deposit Linked,49963.71,25589.04,-176966.08,220281.89,2480495.15,497,1.5,3,80,82,11,38
ACC200678,CUST104200,Savings,79000.35,120540.03,-99792.3,208715.01,13766451.41,569,0.95,3,82,57,16,31
ACC202169,CUST102172,Salary,16635.72,70344.69,-15306.6,65868.87,5829378.88,628,0.55,2,98,100,11,49
ACC204175,CUST101997,Salary,317438.15,82874.35,51630.34,0,0,713,0,3,76,60,7,22
ACC200562,CUST103220,Salary,3709.41,1500,587.06,0,0,641,0.03,2,92,66,7,32
ACC201059,CUST100031,Salary,28373.87,,-40313.5,,702919.56,447,1.13,2,68,31,14,15
ACC201262,CUST101942,Current,569370.93,242070.31,-1781695.27,2117706.79,24048801.48,568,1.5,2,85,73,15,32
ACC202857,CUST101660,Current,225780.24,314037.54,-1302467.97,1432322.05,30187285.42,522,1.5,4,100,82,,44
ACC202000,CUST104576,Salary,85304.12,151391.65,-21262.21,82071.29,6607083.36,619,0.38,2,71,65,8,22
ACC203492,CUST103796,Savings,55856.94,83047.67,4313.32,,2457932.76,666,0.37,1,81,59,,26
ACC204934,CUST101981,Savings,130386.66,38014.99,37908.78,0,0,598,0,3,80,87,8,40
ACC202757,CUST100656,Savings,455138,81023.1,100937.18,0,0,677,0,1,62,74,12,14
ACC200889,CUST104059,Savings,251819.84,28875,47919.04,0,0,678,0,2,94,80,8,39
ACC200985,CUST101946,Salary,61466.94,65855.59,-225465.13,286888.36,3202057.57,499,1.5,2,,83,6,30
ACC200183,CUST100100,Fixed Deposit Linked,37479.73,2957.46,3046.04,0,0,589,0,2,82,57,7,35
ACC201625,CUST102592,Savings,126566.21,17079.26,20971,1546.07,124809.13,647,0.07,3,87,75,8,40
ACC202717,CUST100261,,31734.76,57233.23,-83347.27,110851.67,2446752.63,513,1.27,1,,58,10,28
ACC201435,CUST101119,Savings,28301.94,75417.52,-6358.34,29896.13,1633018.45,623,0.3,1,48,42,10,27
ACC201940,CUST104824,Current,412768.66,55988.28,33133.04,0,0,722,,6,26,,17,8
ACC200674,CUST101945,Savings,554770.13,104195.1,122735.63,0,0,634,0,,61,61,21,30
ACC202509,CUST103034,Savings,56348.48,28096.14,6122.27,13376.37,843574.13,660,0.23,1,41,,18,16
ACC204525,CUST100143,Salary,395664.19,53525.85,87691.09,0,0,673,0.02,1,84,49,12,27
ACC202842,CUST103038,Savings,46776.86,18949.42,,2990.13,138794.54,651,0.09,3,39,2,22,5
ACC202927,CUST102545,Savings,879.82,1500,-39.33,372.78,30230.53,515,0.2,1,98,87,9,41
ACC201381,CUST103312,Salary,153207.56,29480.36,,0,0,633,0,1,99,85,8,32
ACC201564,CUST102520,Fixed Deposit Linked,,15050.22,15215.93,0,0,660,0.02,1,46,32,11,18
ACC201549,CUST102952,Fixed Deposit Linked,1790831.35,220688.01,,0,0,683,0,2,55,56,16,16
ACC201489,CUST100507,Current,3801473.82,472274.34,166813.7,0,0,677,0.02,1,93,87,5,34
ACC204071,CUST102687,Salary,420595.86,45707.34,85958.76,0,0,608,0,7,99,91,7,38
ACC204478,CUST103522,Savings,39645.72,60741.16,-63238.29,104689.76,4859907.15,541,1.04,1,78,69,4,
ACC202152,CUST100246,Savings,688865.86,307319.21,88758.35,463556.92,46035213.56,588,0.53,1,80,74,10,33
ACC201498,CUST102380,NRI,105856.29,167887.21,-119816.03,207705.74,16234142.79,505,0.84,1,72,76,11,27
ACC202881,CUST104678,Salary,284060.95,94576.37,53886.25,0,0,616,0,4,61,29,23,20
ACC203087,CUST100861,Salary,1310.76,2452.06,-839.92,,20000,508,0.54,1,81,68,13,27
ACC203464,CUST100425,Savings,242924.13,107466.99,35484.66,31729.28,2675396.59,,0.18,1,63,54,14,19
ACC204935,CUST104297,Savings,173649.8,58974.69,33048.95,0,0,665,0,2,86,56,8,25
ACC204852,CUST100663,,3315676.23,259376.85,317912.11,,0,646,0.03,3,82,96,9,
ACC203199,CUST103529,Salary,307181.07,135266.67,58277.59,0,0,698,0,3,51,47,15,23
ACC200831,CUST101921,Savings,64143.89,49819.39,-214242.25,292707.83,3293101.51,503,1.5,3,74,25,9,20
ACC202749,CUST103094,Fixed Deposit Linked,536657.63,562977,-351023.84,754163.51,56169302.62,578,0.81,1,70,66,6,28
ACC200229,CUST102339,Salary,52040.59,25785.65,7973.73,0,0,632,0,3,86,93,7,29
ACC201648,CUST101627,,23598.83,36330.24,,319070.27,3560991.87,,1.5,5,70,82,12,24
ACC203360,CUST103424,Savings,238232.43,57198.6,44024.69,0,0,546,0.02,4,55,88,15,32
ACC204383,CUST103962,Savings,278409.54,68518.81,61378.11,0,0,693,0,4,83,72,11,29
ACC200718,CUST101371,Salary,327209.83,80814.42,68949.13,0,0,677,0.04,2,71,58,7,30
ACC202681,CUST100237,Fixed Deposit Linked,710387.61,128496.46,86864.48,0,0,715,0.01,2,50,50,9,24
ACC202862,CUST104974,Savings,23373.73,45505.17,-21624.13,60950.96,3257245.4,596,0.73,1,73,100,10,33
ACC204780,CUST103170,Salary,206442.41,40474.17,40611.74,0,,632,0,4,82,67,8,25
ACC201196,CUST100618,Salary,50652.53,64889.08,-28427.56,70781.52,1522044.45,626,0.62,5,65,57,6,20
ACC200622,CUST100596,Salary,35745.32,99203.8,-245396.29,283142.06,3224138.77,542,1.5,2,83,77,15,31
ACC204707,CUST102975,Fixed Deposit Linked,125246.02,,-59438.18,103597.95,6125318.07,584,0.67,1,63,65,10,31
ACC202116,CUST102655,,9159.86,41138.14,-215654.9,232799.86,2620184.74,466,1.5,4,,72,8,26
ACC204366,CUST102482,Savings,16679.31,69499.63,-76319.79,122382.49,1400853.56,,0.99,3,71,76,20,35
ACC202341,CUST102725,Salary,29127.23,36620.66,-18387.23,43394.82,2119842.08,538,0.7,2,97,68,11,30
ACC201806,CUST100295,Fixed Deposit Linked,3744.03,1500,446.63,0,0,567,0,2,73,87,7,35
ACC202835,CUST100630,,6644.69,,1217.06,0,0,651,0.02,4,100,84,7,45
ACC203609,CUST103211,Salary,41743.67,80552.53,-9909.05,40548.84,2800383.03,623,0.38,3,75,80,7,35
ACC204374,CUST103374,Savings,45555.86,83452.41,-40148.4,120219.77,3729313.02,551,0.75,4,64,88,12,28
ACC201557,CUST103213,Savings,48113.82,54094.88,82.57,86434.06,3985286.07,544,,5,75,59,15,32
ACC202234,CUST101517,Savings,2963.9,2871.31,363.14,0,0,616,0,3,95,90,8,41
ACC200737,CUST100828,Salary,302112.54,64127.88,88128.1,0,0,639,0,2,92,84,8,33
ACC200798,CUST104674,Savings,31317.96,58996.38,,270102.99,3058176.72,565,1.5,2,54,71,,27
ACC204653,CUST104142,Salary,123583.85,33905.02,39699.24,0,0,623,0.02,2,87,100,11,26
ACC204380,CUST101077,Savings,87697.71,19756.76,16831.89,0,0,693,0,1,34,8,21,7
ACC200387,CUST100315,Salary,71236.16,87318.58,7919.48,52925.8,4026694.4,653,0.35,2,79,65,16,31
ACC203538,CUST104004,Savings,48052.74,20684.13,10200.64,20358.53,1102538.35,552,0.42,2,81,,8,32
ACC200979,CUST103646,,236174.84,28504.66,17826.97,18346.36,585149.49,649,0.28,4,73,91,13,32
ACC203174,CUST101230,Fixed Deposit Linked,142269.6,18865.43,25335.75,0,0,593,0,2,70,93,12,30
ACC203457,CUST100588,Savings,15681.23,1717.25,2627.08,0,0,549,0,4,62,79,8,26
ACC201791,CUST101302,Salary,1238.47,1500,219.7,0,0,543,0.01,2,77,44,13,13
ACC204129,CUST100362,Salary,110976.56,172472.04,-47248.37,110069.34,5992222.75,621,0.42,4,73,53,5,19
ACC200708,CUST103526,Savings,9194.58,2164.6,2772.96,0,0,629,0,2,29,20,12,13
ACC200950,CUST103043,,24192.44,6988.31,3926.96,0,0,580,0,3,74,96,17,36
ACC202079,CUST103352,Fixed Deposit Linked,778658.43,171564.37,85132.78,0,0,631,0,3,67,,13,24
ACC204269,CUST104398,Current,134157.57,182338,-27229.68,96370.59,6345208.16,577,0.37,1,60,73,11,29
ACC200915,CUST102462,Savings,29399.59,21352.37,4024.87,4087.49,220706.79,595,0.1,2,73,89,11,31
ACC201175,CUST100073,Salary,166347.9,70098.26,,0,0,747,0,1,85,83,7,44
ACC200681,CUST100644,Salary,119207.75,59597.44,22261.92,0,0,630,,2,80,79,8,35
ACC202345,CUST101283,Salary,412168.65,73755.58,113253.77,0,0,620,0,2,69,82,9,21
ACC203384,CUST103971,Savings,325691.69,88141.72,79756.14,0,0,661,0,2,69,78,6,24
ACC203092,CUST102639,Fixed Deposit Linked,279830.34,39455.46,22116.05,21972.69,1208709.21,585,0.24,2,64,70,8,31
ACC201591,CUST102921,Fixed Deposit Linked,625444.75,,-4567316.29,4792918.38,54207368.94,433,1.5,2,81,84,10,26
ACC201434,CUST100293,Savings,161748.2,114664.66,39336.75,23538.57,1568187.94,605,0.15,4,88,100,13,36
ACC200171,CUST101807,Fixed Deposit Linked,271168.02,31590.75,30525.09,0,0,596,0.03,4,72,65,12,27
ACC202296,CUST101431,Salary,23566.43,6659.16,4024.54,0,0,613,0.04,1,61,65,10,30
ACC202794,CUST104280,Current,489852.77,885864.44,-81964.59,436910.17,28925520.74,641,0.35,4,61,81,10,27
ACC202887,CUST102137,Savings,9086.42,1760.48,2653.3,0,0,611,0,1,78,61,,29
ACC202264,CUST104705,,613088.09,446342.6,-1036630.35,1302374.41,38220345.79,576,1.5,1,62,66,11,40
ACC200934,CUST102167,Salary,28682.84,43408.15,-138300.18,188129.55,3953056.9,440,1.5,1,23,27,21,16
ACC204828,CUST101733,Savings,51989.87,20524.56,12995.47,0,0,606,0,4,34,52,18,13
ACC204702,CUST102065,,329018.02,60797.72,117140.33,0,0,577,0,3,71,73,17,26
ACC201921,CUST101213,Salary,236801.38,42900.45,44082.39,0,0,759,0.04,5,81,84,12,41
ACC201702,CUST100910,Savings,500,1500,-986.38,0,0,615,,,100,97,10,27
ACC200905,CUST100907,Salary,50768.16,76043.54,-844.67,48681.04,2727603.98,629,0.36,4,91,81,9,29
ACC202781,CUST100057,Salary,500,,-479.07,0,0,614,0,2,95,100,4,32
ACC203815,CUST100148,Salary,155437.08,29079.4,31326.57,0,0,632,0.02,1,100,100,12,41
ACC204759,CUST103777,Fixed Deposit Linked,6328.68,9272.48,716.6,0,0,623,0,3,91,100,9,39
ACC204493,CUST101680,Salary,221641.76,65242.04,42124.02,60796.01,3878498.14,697,0.36,1,46,53,24,17
ACC204155,CUST102243,Savings,16291.61,85176.87,,174164.99,3657488.61,480,1.3,3,62,56,13,29
ACC204266,CUST104828,Salary,26721.02,42647.67,-68626.64,127710.6,1459095.35,529,1.24,3,79,68,10,34
ACC203974,CUST104685,Salary,379861.64,49292.38,60086.21,0,0,635,0.02,1,92,89,10,34
ACC200453,CUST101397,Savings,135174.64,45200.02,39443.01,0,0,575,0.01,3,48,25,17,15
ACC201060,CUST100937,Savings,148377.11,101615.8,34259.69,0,0,638,0,2,,86,8,42
ACC202976,CUST100493,Savings,133152.57,26339.01,22696.6,0,0,671,0,1,56,26,10,12
ACC200722,CUST100856,Savings,122576.52,19453.98,25235.28,6058.07,521762.47,605,0.14,2,69,67,7,34
ACC201423,CUST102063,Salary,19691.57,62486.4,-83086.91,103456.93,,489,1.25,,51,57,11,25
ACC202892,CUST104834,Savings,22747.63,6171.99,3239.42,2634.91,,538,0.18,1,59,33,9,22
ACC201118,CUST100461,Salary,27917.54,49566.59,-185220.81,200783.29,2280640.52,,1.5,2,100,87,10,35
ACC203660,CUST103241,Fixed Deposit Linked,66801.07,,-22753.91,48581.38,3309821.74,571,0.56,3,84,88,,29
ACC202016,CUST101299,Savings,275218.77,333083.93,-188725.83,454308.01,,595,0.78,5,93,80,10,39
ACC203329,CUST101709,Savings,2180877.75,199238.96,348989.87,0,0,734,0.03,1,55,22,13,19
ACC202272,CUST102651,Fixed Deposit Linked,41782.13,134891.79,-498668.48,587641.63,6614894.69,472,1.5,2,84,46,9,21
ACC200886,CUST104652,Savings,22233.51,76591.12,-122315.65,176907.05,5577233.39,586,1.25,3,70,53,10,13
ACC202174,CUST104205,Salary,,53065.71,-240140.17,277771.35,3119409.11,442,1.5,2,71,69,10,25
ACC201323,CUST100857,Current,87590.53,55568.52,-56455.8,88613.11,2821943.12,394,0.94,2,91,64,13,34
ACC202269,CUST102694,Salary,22732.53,37410.94,-11705.15,47055.5,3009781.14,612,0.64,2,70,67,12,29
ACC200799,CUST101075,Savings,86036.39,32141.45,20791.69,27708.23,2654417.04,611,0.33,3,81,83,11,39
ACC201216,CUST101253,Current,399439.18,684563.85,-881791.99,1332281.37,76766975.85,485,1.16,2,72,62,12,27
ACC204991,CUST100130,Savings,86277.45,33742.38,16760.45,,0,634,0,3,100,100,10,40
ACC200569,CUST103866,Savings,36792.54,5514.48,6046.46,0,0,671,0,3,73,74,13,36
ACC204034,CUST102608,Savings,109156.26,22001.94,34030.9,0,0,627,0,6,33,28,21,10
ACC201046,CUST102960,Fixed Deposit Linked,,65004.09,-70426.95,106791.92,3374336.5,474,0.94,2,85,76,9,35
ACC204044,CUST101107,Savings,11080.47,2068.39,1604.75,0,0,596,0,2,89,93,11,22
ACC201136,CUST103065,Savings,1122783.11,249681.57,186780.41,0,0,300,0,2,66,45,12,16
ACC200596,CUST103109,Savings,9636.55,31548.99,-24709.22,43194.07,2018515.38,520,0.87,3,96,70,7,23
ACC201688,CUST100368,,544804.29,63684.97,102011.51,0,,640,0,,71,51,12,24
ACC203978,CUST104717,Salary,500,1500,,0,0,702,0.04,3,77,98,9,36
ACC201276,CUST102945,Salary,555.55,1500,17.8,0,0,608,0,1,64,73,16,29
ACC203368,CUST103201,Savings,1630.13,2132.52,118.41,3261.98,148604.41,541,0.55,3,100,100,9,35
ACC200407,CUST100811,Savings,159790.34,39744.6,46518.4,0,0,707,0,2,57,57,11,26
ACC201640,CUST102226,Salary,256198.12,124521.51,70791.1,0,0,669,0.01,1,,55,17,26
ACC201523,CUST104541,Fixed Deposit Linked,592222.56,549098.4,-510178.98,706348.45,31649868.1,506,0.96,1,68,59,13,30
ACC200433,CUST102845,Savings,165590.51,53042.29,24256.28,66691.08,5098035.1,641,0.45,2,53,49,10,18
ACC200132,CUST101973,NRI,,148940.69,-126202.53,189451.95,8729027.7,553,0.91,3,84,57,10,28
ACC202607,CUST102452,NRI,15528.79,5365.84,2704.38,0,0,542,0.04,2,72,60,7,30
ACC203957,CUST103489,Savings,1686285.35,214267.21,329432.22,0,0,729,0,1,96,91,4,31
ACC201555,CUST100682,NRI,676254.59,345977.18,116654.99,0,0,781,0,2,52,49,14,18
ACC200419,CUST102809,Salary,59997.47,25985.3,,24390.69,1594945.79,559,0.43,6,75,70,12,32
ACC203197,CUST101266,Savings,5947.29,4231.24,1886.27,0,0,523,0.01,2,98,87,7,35
ACC204626,CUST102294,Salary,102131.45,,20523.16,19623.97,2281846.99,582,0.28,2,49,56,15,19
ACC202431,CUST102789,Salary,78179.33,63493.01,8715.63,19089.65,1105446.29,569,0.23,3,62,58,13,25
ACC200325,CUST100977,Salary,315320.78,44771.03,75981.83,0,0,759,0,2,65,50,,20
ACC204086,CUST100936,Savings,188455.63,55457.15,68816.28,10502.64,1045261.99,665,0.04,3,78,88,11,28
ACC204224,CUST103713,Savings,328514.05,96423.54,,0,0,714,0.05,4,77,87,14,32
ACC203918,CUST100745,Fixed Deposit Linked,23735.04,46566.95,-68503.95,142253.53,,564,1.16,3,63,61,11,21
ACC202215,CUST104022,Fixed Deposit Linked,7434.2,4761.03,859.71,0,0,608,0.01,1,100,99,7,40
ACC201772,CUST102640,Salary,130152.03,47287.23,29786.07,0,0,642,0,2,47,50,7,26
ACC200431,CUST104410,Savings,602.01,1500,46.09,0,0,525,0,5,54,41,14,32
ACC200680,CUST102922,Savings,16481.16,13985.15,-19385.05,45325.09,517519.66,525,,2,90,82,10,38
ACC204593,CUST103546,Savings,21057.41,36795.31,-18473.35,39185.03,2168503.67,503,0.66,3,82,66,8,33
ACC200650,CUST103705,,36234.84,83066.8,-77348.91,239563.3,2675035.61,503,1.03,2,89,72,13,23
ACC200664,CUST102181,Salary,11045.44,3652.74,1535.65,682.75,20000,573,0.11,3,84,87,11,43
ACC200426,CUST100599,Current,432223.33,456864.2,-526956.74,739844.73,32854820.48,583,1.02,6,73,50,21,25
ACC204494,CUST100499,Savings,7080.04,1500,1132.15,0,0,461,0,2,78,73,6,33
ACC201979,CUST104194,Current,9470.13,3537.75,679.59,0,0,630,,3,86,100,11,32
ACC203224,CUST101883,Savings,122336.71,44349.65,31503.82,31516.55,2369961.57,533,0.27,2,74,75,10,27
ACC203255,CUST102636,Savings,372394.5,65811.86,68197.98,0,0,690,0,2,57,61,13,19
ACC203194,CUST100684,Savings,112786.92,57403.98,25269.98,0,0,653,0.02,4,83,78,11,35
ACC200444,CUST101617,Salary,112064.07,62710.3,21069.97,0,0,633,0,1,94,69,8,34
ACC201429,CUST102663,Savings,1255.12,1500,109.98,0,0,611,0,1,83,,9,37
ACC201260,CUST102677,Savings,981.17,3255.9,168.66,939.3,76630.93,517,0.26,3,64,69,16,26
ACC204955,CUST102824,Current,1088577.77,183284.08,110188.36,0,0,654,0,3,88,63,11,28
ACC203564,CUST101913,Fixed Deposit Linked,62629.5,111975.06,-378244.23,451976.55,5113812.72,543,1.5,2,60,64,16,
ACC201062,CUST101937,Salary,15333.31,68743.21,-79588.5,114943.62,2458992.32,431,1.1,1,80,78,5,24
ACC201538,CUST103296,Savings,220986.78,47942.56,33241.73,0,0,769,0,3,78,75,12,25
ACC204360,CUST103177,Salary,24558.86,3717.3,3840.34,515.85,52006.53,591,0.03,5,,100,10,44
ACC203117,CUST101851,Salary,24404.35,39091.67,-108107.72,165361.04,3605736.72,452,1.5,2,97,95,11,39
ACC203787,CUST104125,Salary,13086.98,39899.28,-104055.44,175812.48,3887260.26,530,1.5,1,76,77,10,34
ACC202728,CUST101601,Savings,8964.94,5548.69,1455.11,0,0,571,0,1,100,80,11,30
ACC203505,CUST104490,Salary,518236.87,135875.68,88113.78,0,0,689,0,1,53,54,13,21
ACC203938,CUST102054,Salary,98279.29,63073.45,19821.09,0,0,,0,3,98,71,12,29
ACC200631,CUST100598,Savings,62949.17,14543.23,17576.88,0,0,645,0,2,47,45,13,15
ACC204300,CUST103345,Fixed Deposit Linked,2174984.93,167702.52,299084.28,0,0,671,0.02,2,62,72,6,26
ACC200415,CUST104212,Salary,56159.02,33749.23,9258.26,28712.95,2938686.5,518,0.39,,62,81,8,42
ACC204492,CUST100510,Salary,910.61,1500,,4570.78,134715.04,,1.46,3,92,100,9,46
ACC200083,CUST101615,Salary,76967.69,75183.96,-226179.33,321275.25,6760329.77,450,,3,57,77,14,28
ACC202054,CUST103132,Savings,12968.94,3831.32,3093.57,,0,621,0.03,1,93,,9,30
ACC202163,CUST102985,Salary,2074.29,1579.74,248.26,1088.88,63926.7,,0.35,2,99,95,9,35
ACC200131,CUST103107,Salary,35977.98,20608.36,8479.38,3111.44,290973.2,538,0.09,1,73,28,7,19
ACC202510,CUST102216,Salary,53841.62,20766.45,,,0,687,0,1,32,12,22,12
ACC201747,CUST102267,,33831.19,,5079.44,9176.68,845968.93,555,0.23,3,72,77,12,33
ACC200372,CUST101541,Savings,500,1500,-275.42,0,0,450,0,4,82,46,9,30
ACC200840,CUST104561,Current,47044.67,4183.12,3331.25,0,0,550,0.02,2,97,100,7,44
ACC201684,CUST104747,Fixed Deposit Linked,68683.09,33218.06,-256030.62,296469.55,3333776,450,1.5,3,100,,11,34
ACC203125,CUST103260,Salary,9289.31,7230.3,2603.84,0,0,640,0,3,44,30,13,21
ACC200245,CUST101831,Salary,202627.09,139569.43,55391.66,0,0,,0.02,2,69,43,12,24
ACC201352,CUST101533,Salary,121987.19,39788.25,25013.15,0,0,645,0.01,2,86,77,10,30
ACC201674,CUST102955,Savings,103307.05,21629.5,23891.65,0,0,653,0.01,4,20,38,17,12
ACC201781,CUST102705,Savings,575.98,1500,-218.34,0,0,560,0,1,100,90,9,47
ACC202460,CUST104420,Savings,405105.72,55215.06,72897.13,0,0,646,0,2,86,100,10,40
ACC202123,CUST104621,Fixed Deposit Linked,334985.36,35613.74,32689.32,7436.98,451632.85,,0.12,3,90,89,4,42
ACC203830,CUST100701,Salary,65657.93,107933.31,-25272.35,69434.25,5043167.27,582,0.44,1,72,27,17,23
ACC200095,CUST104740,Salary,345031.62,84161.98,65020.13,0,0,688,0.03,1,66,75,5,
ACC203667,CUST104919,Salary,7299.88,2213.93,1668.3,0,,602,0.02,2,82,93,14,28
